Company,Category/Subject,Grade/Age Group,Link,Description,Free Service Offered
Kinteract,"Math, Reading, Writing, Science, Social Studies, Fine Arts, ESL, Foreign Language, Physical Education, Early Childhood, Special Education, STEM, Intervention Resources, Counseling",ALL,https://www.kinteract.co.uk/blog/our-3-step-approach-to-support-schools-with-remote-learning,"We can help schools provide a virtual classroom so that learning can continue whatever the location; use us to communicate homework, next steps, or parent messages securely both to students and parents, keeping everyone involved in a student’s learning both motivated and, importantly, up-to-date. Upload video content, photos, files - tag the curriculum and groups, classes or individual students. And all from your home to theirs.",Access to the full Kinteract platform for new school customers for free between now and the end of July 2020.
Kinteract,"Math, Reading, Writing, Science, Social Studies, Fine Arts, ESL, Foreign Language, Physical Education, Early Childhood, Special Education, STEM, Intervention Resources, Counseling",ALL,https://www.kinteract.co.uk/blog/our-3-step-approach-to-support-schools-with-remote-learning,"We can help schools provide a virtual classroom so that learning can continue whatever the location; use us to communicate homework, next steps, or parent messages securely both to students and parents, keeping everyone involved in a student’s learning both motivated and, importantly, up-to-date. Upload video content, photos, files - tag the curriculum and groups, classes or individual students. And all from your home to theirs.",Access to the full Kinteract platform for new school customers for free between now and the end of July 2020.
Knowledge Unlimited,,,www.newscurrents.com,Weekly online news magazine published by team behind NewsCurrents Online,Read to Know
Knowledgehook,Math,Grade 3-10 (Canada) Grade 3-Algebra I (USA),knowledgehook.com,Online Formative Assessment tool for Math,"Free Premium services include teacher gap closing resources , advanced reporting , Knowledgehook's Teacher led PLC Community ."
Knowre Math,,,www.knowre.com,An online core supplement for Grades 1-12 helping teachers personalize learning for all students.,Free service for the rest of the year to anyone that needs support.
KOBI - Helps Children Read,"Reading, Special Education, Intervention Resources, Dyslexia","K - 2nd, 3rd - 5th",https://kobiapp.io/en/home-reading-practice/,KOBI is new child-friendly app that supports decoding with the use of colored letters and other tools. Made to boost a child’s self-confidence and motivation.,Free monthly license
Kognity,,,https://kognity.com/support-coronavirus/,"We have adapted the traditional textbook to digitally consumable text with video examples, 3D models and practice tests to make the content more interactive and engaging. The best part is that all our textbooks are curriculum-aligned and are designed to enhance deeper learning.","We want to offer any school in lock-down territory, that’s not yet a Kognity user, access for free during the lockdown period."
"Kokomo Solutions, Inc.",,,https://www.covid247.org/,"COVID19Tracker™ powered by the Kokomo24/7® Safety Cloud™ that provides tracking, management and reporting of the coronavirus for communities, schools, healthcare systems, manufacturing, etc.","Free access to our COVID19Tracker™ powered by the Kokomo24/7® Safety Cloud™ that provides incident management, mobile reporting and situational awareness mapping software to track and report the coronavirus during the outbreak."
KQED Learn,"Reading, Writing, Science, Social Studies, STEM",6-12,https://learn.kqed.org,"A platform for middle and high schools students to discuss big issues and build media analysis and media creation skills in a safe, supportive environment. Teachers sign up for a KQED Learn account, create classes, then give students a join code. Once joined, students enter a student-only site where they can discuss current issues, build arguments based on evidence and create media responses to share. Also hosted on KQED Learn is KQED's Youth Media Challenge: Let's Talk About Election 2020, a site where students can submit audio or video commentaries about issues that matter most to them.",All aspects of KQED Learn are always free.
KQED Teach,Educator professional learning,"Educators, librarians, administrators, informal educators, etc.",https://teach.kqed.org,"KQED Teach offers a collection of free, hands-on professional learning courses for educators to build media analysis and production skills to serve students of all ages across the curriculum. Online courses are self-paced and include instructional resources, sample lesson plans and preparation for earning PBS Media Literacy Certification.",KQED Teach is always free.
Krisipii,,,https://krispii.com/,"Krispii is a learning and teaching platform that provides resources from our krispii library as well as the opportunity for teachers to create their own projects using videos, documents, podcasts or whatever else might work for their style of teaching.",Normally we have a 7-day trial period but we are lifting that.
LabsLand,,,https://labsland.com/blog/en/2020/03/12/schools-and-universities-closure-support/,,"To make sure that everyone in need gets our help, we at LabsLand are providing free access to all of our laboratories (Arduino, Electronics, Physics for high schools and higher education) until summer 2020."
Labster - Online Science Courses,"Science, STEM",High School,http://www.labster.com/covid-19/,"Online Science Courses for High School and HigherEd in Biology, Chemistry and Physics",Free Quick Access to all Labster principles courses and simulations
LabXchange,Science,High School and Higher Education,https://www.labxchange.org,LabXchange is a free resource for remote and hybrid learning from Harvard University.,"We offer high-quality digital content in the sciences, including lab simulations, that you can remix into customized learning narratives. Our social features, like classes, discussion forums, and mentorship, empower and connect learners, educators, and researchers worldwide."
Lakeshore Learning,"Math, Reading, Writing, Science, Social Studies, Fine Arts, Early Childhood, STEM",ALL,https://www.lakeshorelearning.com/resources/free-resources,"Lakeshore Learning Materials is a leading developer and retailer of top-quality materials for early childhood education programs, elementary schools and homes nationwide. • Lakeshore is dedicated to creating innovative products that spark young imaginations and foster a lifelong love of learning!","Lakeshore Learning offers TONS of free craft and activity ideas, worksheets, lesson plans and more. Visit the Free Resources section on LakeshoreLearning.com!"
Lalilo,"Reading, Intervention Resources",K - 2nd,www.lalilo.com,Entirely free phonics and comprehension program for Kindergarten through 2nd grade students,"Everything is absolutely free: all the content for students, all the data for teachers"
LanSchool,,,https://lanschool.com/lp/complimentary_lsa_covid19,"LanSchool Air allows teachers to monitor student screens and manage website access in school or at home on Chromebooks, Windows, and macOS devices","Complimentary LanSchool Air licenses through July 1, 2020"
LanSchool,"Math, Reading, Writing, Science, Social Studies, Fine Arts, ESL, Foreign Language, Early Childhood, Special Education, STEM, Intervention Resources, Counseling","K - 2nd, 3rd - 5th, 6th - 8th, High School, Higher Education",https://lanschool.com/lp/complimentary_lsa_covid19/,"LanSchool is designed for educators to guide classroom learning, promote collaboration, and make the most of class time.",Classroom Management Software
launchyourcareer.com,Careers exploration and advice,ALL,www.launchyourcareer.com,"Launchyourcareer is a career exploration and recruitment platform used to support careers advisors in the UK in their delivery of career guidance. Students can start their journey of career exploration and find out about their personality, unlock their spirit animal and learn more about themselves. Careers advisors can also register to receive analytics of their students journey and set to dos and tasks in school or at home.","Career Exploration, leaning about themselves and their personality and skill set."
Leader in Me,Leadership,ALL,https://www.leaderinme.org/response-center/,"Access free Leader in Me lessons, enrichment activities, and professional development without a membership through the end of the academic year","From now until the end of the academic year, we will be curating a special collection of family, teacher, and administrator resources and making it available without a Leader in Me membership. The collection will include Leader in Me Weekly resources, blog posts, corporate offerings, and videos. We will also be creating new content to address the areas of greatest need."
Learn Essay Writing the FAST Way,,,https://forms.gle/ViCfSACfJKfYYzWNA,"Free Service: Learn how to write 3 paragraph essays the FAST Way in just 5 lessons.
Description of company (couldn't add it to the question above): Ms. Valerie teaches Essay Writing the FAST Way to help students quickly write essays with confidence even when under pressure.",
Learn21 - One2One Manager,,,https://www.learn21.org/o2o.html,"FREE use of the One2One Manager during the COVID-19 outbreak as long as needed. We are seeing schools dismantle their carts and handout devices to students. Our tool helps manage this task. We are in over 6 states and 100+ schools. We realize that some schools will be challenged to manage the handout, tracking, and collection of these track devices. We've even created a special tag inside One2One Manager for COVID-19 tracking of devices.",One2One Manager
LearnAwesome,,,https://learnawesome.org,,A repository of links to learning resources organized by topics and formats.
Learning A-Z / Headsprout,Reading,PreK-6,https://www.learninga-z.com/site/lp2/covid19,"Headsprout is an adaptive, online reading program that is easy to implement, fun to use, and proven to help children become capable and confident readers. Using a unique scaffolded teaching approach, the program instantly responds and personalizes the learning experience to ensure that each student can master essential reading skills. Plus, kids love the cast of friendly characters, engaging activities, and built-in incentives that make learning to read fun.",Free access to Headsprout for the rest of this school year
Learning A-Z / Raz-Kids,Reading,K - 2nd,https://www.learninga-z.com/site/lp2/covid19,"Raz-Kids is an award-winning digital library of leveled eBooks and eQuizzes that students use to practice reading in school, at home, or on the go. Raz-Kids makes it easy for teachers to differentiate reading practice and monitor student progress online. In addition, the engaging student portal features interactive tools and incentives that keep kids motivated to practice and improve their reading skills.",Free access to Raz-Kids through the end of this school year.
Learning Apps,,,https://learningapps.org/index.php?overview&s=&category=0&tool=,,
Learning Blade STEM Toolbox,STEM,6th - 8th,http://www.learningblade.com/remote,STEM and STEM Career Awareness Platform,"At home STEM discussion questions, career research questions and home experiments."
Learning by Questions,,,www.lbq.org/TryLbQ,"60 days full access to a LbQ full account followed by ongoing access to 65,000 high-quality questions with instant feedback. Full access to all KS2, KS3 and KS4 maths, English and science content and functionality is granted during the 60 day period.",60 Days Full Access to all paid-for features
Learning Explorer,,,https://www.learningexplorer.com,Learning Explorer is giving six months of free access to its online curriculum management solution to schools and districts impacted by the COVID-19 outbreak.,Teachers use Learning Explorer’s huge library of learning objects to find and share to students and parents to support Remote Learning.
Learning Ladders,,,https://www.learningladders.info/coronavirus-disruption?d_utk=ceb1ea05-e62c-427c-9c2d-4b1d5607181c,"Learning Ladders is a unique online and in-class teaching, assessment and parental engagement system that brings together students, teachers and parents to improve children's learning at primary school. We provide each with integrated tools to help them be the best they can possibly be, every single day.",Free access for the rest of the academic year.
Learning through Landscapes,"outdoor learning, play and sustainability",ALL,https://www.ltl.org.uk/news/free-online-outdoor-learning-training/,"Free outdoor learning and play resources, training and advice - even through Covid-19 isolation",All our resources are free for the duration of the Covid-19 outbreak
Learning Without Tears,"Writing, Early Childhood, Keyboarding, Technology","Early Childhood, K-2nd, 3rd-5th",https://www.lwtears.com/programs/distance-learning,"Free resources to help you continue children’s handwriting, keyboarding, and pre-kindergarten development from a distance.","Free access to Keyboarding Without Tears, the Pre-K Interactive Teaching Tool, and the Handwriting Interactive Teaching Tool, as well as free shareable activities for children in grades Pre-K through 5."
LearnZillion,"Math, Reading, Writing",ALL,learnzillion.com,"LearnZillion is making our full video collection available. In addition, we’ve made the digital versions of the Illustrative Mathematics, EL Education, and Louisiana Guidebooks curricula available. Teachers and parents can share these resources with students as needed.","Instructional Math and ELA videos as well as digital versions of the Illustrative Mathematics, EL Education, and Louisiana Guidebooks curricula"
Legends of Learning,"Math, Science, STEM",3rd through 8th,www.legendsoflearning.com,"Engage your students with Legends of Learning’s games and simulations correlated to your standards. Teachers create playlists of games based on standards and students work through completing each one, while teachers receive real-time data. Using our various playlist options, teachers can create custom playlists, or have a playlist built for them with a top-rated game.",We are offering free access to all of our premium features through the end of the school year.
Lemonade Stand,"Science, STEM",For 10 to 16 year olds,www.lemonadestand.online,A K12 entrepreneurship platform designed to teach 10 - 16 year old students the fundamentals of entrepreneurial thinking and doing.,14 days free access to entire platform
LessonPix,,,https://lessonpix.com/sharing?fbclid=IwAR04lyC_eqb58fMvHm9es0T_WSqiMJN_Hj6TaBHhcdG6MQgb1wA0N2f_MYQ,,"If you are looking for materials to provide to families while schools are canceled, LessonPix has many Free Sample resources including low tech communication boards, visual supports, articulation games, math, and books and activities to address literacy skills. Just go into our Sharing Center and look for anything with the Free Sample crest. You can download and print these materials to give out freely to families or send as PDFs to families to print themselves. https://lessonpix.com/sharing"
LessonSpeak,,,https://lessonspeak.com/,LessonSpeak offers curriculum and training for teachers who teach English online as freelancers. Caters mostly to adults.,A selection of the curriculum and free training for a limited time. Free training and curriculum must be requested via the contact form on the site.
Lets Talk Science,"Math, Reading, Science, Early Childhood, STEM, Careers",ALL,letstalkscience.ca,Let's Talk Science offers a variety of online resources for children and youth of all ages free of cost.,"The online resources, videos, lesson ideas, backgrounders, hands-on learning activities are all open to the public"
Letterland,"Reading, Writing, ESL, Early Childhood","Early Childhood, K - 2nd",https://apps.apple.com/us/developer/letterland/id875909724,Letterland (Phonics/Early Years Literacy) are making digital resources available for use at home whilst schools are closed,All apps on Apple App Store and Google Play Store are free for a limited time
Libby App,,,https://www.overdrive.com/apps/libby/,for digital books and audio books. Anyone with a library card (at least in whatever cities/states use Overdrive) can access it.,Always free
Life Skills Go,Social Emotional and Physical learning,"K - 2nd, 3rd - 5th, 6th - 8th",lifeskillsgo.com,Life Skills GO is an evidence based online blended learning platform delivering social emotional and physical learning for students. It can be used in the classroom or set up to support remote access for students studying at home.,Free full access to all teachers to the complete platform for 30 days
LightSail Education,"Reading, ESL",K-12,https://lightsailed.com/,"K-12 Literacy and Reading platform including 6,000 books in English and Spanish","LIGHTSAIL IS PROVIDING ALL K-12 SCHOOLS AND DISTRICTS IMPACTED BY THE CORONAVIRUS WITH COMPLIMENTARY ACCESS TO THEIR LITERACY PLATFORM INCLUDING 6,000 BOOKS"
Lightspeed Systems,,,https://www.lightspeedsystems.com/coronavirus-school-closures-relay-can-help/,Filtering for devices sent home and classroom monitoring/management for remote learning,"Relay Filter
Relay Classroom"
Lingco Classroom,Foreign Language,"6th - 8th, High School, Higher Education",https://lingco.io/stay_safe,Lingco is a language learning platform for schools that can be used to create and assign activities and adaptive vocabulary sets.,Free access for all instructors and students through the end of the school year.
LingroToGo,Foreign Language,Appropriate for High School and Higher Education,www.lingrolearning.com/lingrotogo,"Games that make you think. Review vocabulary, grammar, culture, strategies, and pragmatics with this free, fun app. Collect coins and experience points to unlock new levels.",Free access to this popular app.
linkr,,,linkreducation.com,"Linkr provides an easy-to-set-up, engaging and interactive online classroom. Linkr is free, safe, and GDPR compliant and offers your class the possibility of connecting with an international community of online educators and learners, many of whom are engaged in experiential learning projects and virtual exchanges. We hope linkr can help keep your teaching meaningful and interactive while making this challenging time easier for you.","Linkr provides an easy-to-set-up, engaging and interactive online classroom."
ListenWise,,,http://blog.listenwise.com/2020/03/listenwise-support-for-schools-affected-by-the-coronavirus/,Listenwise is an award-winning listening skills platform. We harness the power of listening to advance literacy and learning in all students grades 2-12. Our collection of podcasts and public radio keeps teaching connected to the real world and builds student listening skills at the same time. The curriculum aligned podcasts are paired with learning tools and listening comprehension assessments to transform them into rigorous academic content.,"Free Listenwise Premium for any school that is close due to coronavirus, request access here: https://docs.google.com/forms/d/e/1FAIpQLSfwZsP8uUL-B6JaJrplh_p0cfPvz79HJbwLc6AQN2SmMFavnQ/viewform"
Literacy with the Littles,,,https://www.teacherspayteachers.com/Store/Literacy-With-The-Littles/Price-Range/Free,,Free Printables for PreK-2nd Grade
LitFilmFest,Writing,"3rd - 5th, 6th - 8th, High School",Litfilmfest.com,Create purposeful writing projects,Home writing challenges and a selection of free literacy projects to download.
Little Chinese Readers,,,www.littlechinesereaders.com,Online Mandarin literacy program - leveled lessons and books,Two-month premium subscription with signup code HOMESTUDY
Little Spark Company,,,www.littlesparkcompany.com/printables-library,,Free printables library with activities for children 0-6
Little Twisters Yoga & Emotional Wellness,,,https://littletwistersyoga.com/online-store/,,Free at-home kids yoga lesson plans
Loggerhead Marinelife Center,"Science, Early Childhood, STEM","Early Childhood, K - 2nd, 3rd - 5th, 6th - 8th, High School",https://www.facebook.com/loggerheadmarinelifecenter/,"In light of our campus closure, we are moving a few of our programs online. These virtual programs will help keep our next generation of eco-advocates and eager minds focused and engaged with sea turtle and ocean conservation. During this unprecedented time, our educators are working around the clock to bring you and your family exceptional virtual learning modules. Through Facebook Live at 2 p.m. EST each day, our education team will conduct daily, 15-20 minute virtual learning lessons focused on various sea turtle and ocean conservation topics. These virtual learning modules will leverage our innovative sea turtle hospital and engage viewers with our sea turtle patients. Be sure to tune in live on our Facebook Page!",Live virtual learning modules
Logic of English,"Reading, Writing",ALL,https://elearning.logicofenglish.com/pages/courses,Reading and spelling company based in evidence-based practices and systematic phonics.,Free videos for phonogram practice and spelling analysis to help develop reading and spelling skills.
Looking for a FULL RIDE?: An Insider’s Recruiting Guide,"Physical Education, I do recruiting education for hs student-athletes who want to play in college & get athletic scholarships!",High School,Www.rlopezcoaching.com,I was a college coach for 14 years and now provide 40 free blogs & special reports for families to learn the college recruiting process & getting athletic scholarships.,Special Report: Strategies to Emailing a College College & many other blogs & reports
Loom,,,https://www.loom.com/,"Loom is a new kind of work communication tool that helps you get your message across through instantly shareable video. Capture your screen, record your front-facing camera, and narrate it all at once, then instantly share with a simple link","We are also making Loom Pro free for teachers and students at K-12 schools, universities, or educational institutions. Forever."
Loose Canon,"Reading, Writing",ALL,https://loosecanon.com/,"We help schools organize and energize peer-driven independent reading. Our social reading platform is a private ecosystem where teachers can set up assignments, book clubs, and reading challenges, or see their students’ multi-year reading histories in one click. Students search one another’s book reviews, recommendations, and lists. Created by teachers for teachers.",Free teacher subscriptions during Covid19 school closures.
Lt by ADInstruments,Science,Higher Education,https://www.adinstruments.com/lt/covid19,"Lt is our online learning platform with ready-to-use content for physiology, anatomy, biology, nursing, and medicine. Lt has over 360 interactive and fully-customizable life science lessons and labs that are perfect for distance learning",We will be providing Lt for free until 30th June 2020. Existing Lt customers are able to invite an unlimited number of students and will be able to access all of our content collections during this time.
LucidChart,,,https://www.lucidforeducation.com/,"From graphic organizing to mind mapping, Lucidchart is a cloud-based tool to make learning visual and collaborative.",10 free Lucidcharts
LucidPress,,,https://www.lucidforeducation.com/,"Lucidpress is a cloud-based, easy to use tool for creating stunning documents - infographics, posters, magazines, and school newspapers with the ability to collaborate with others in real time.",10 free Lucidpress docs
Lumen Learning,,,https://info.lumenlearning.com/transition-spring2020,"Transition mid-term to Lumen Learning courseware at no cost. Lumen Learning uses open educational resources (OER) to provide course materials that improve learning and replace expensive textbooks in 50+ general education college courses. Lumen courses are “ready to teach,” meaning you can get started quickly with minimal set-up. You can do as much or as little customization as you like. Lumen OER courseware includes Waymaker personalized learning course materials, OHM online homework system for math and other quantitative subjects.",Sharing our no cost offer to help faculty transition to online.
Lyryx Learning Inc.,"Math, Accounting",Higher Education,https://lyryx.com/openstax-ally/,"Lyryx is an OpenStax Ally providing online homework for Accounting, Statistics, and Calculus.","For instructors (not already using Lyryx) needing to move their courses from face-to-face to online delivery, we are offering our online homework at no charge. This offer is valid for current courses (i.e. Winter/ Spring 2020) which end by June 30, 2020."
LZM Studio,Fine Arts,Ages 8 through Adult Learners,www.lzmstudio.com https://www.youtube.com/lzmstudio,"Learn to Draw with videos, handouts, photos; great for ages 7 through adult learners!",Free how to draw videos on both sites
Macbeth Academy,,,https://www.macbethacademy.org/,Macbeth Academy is a non-profit organization that offers K-12 Gifted and Talented homeschool courses for credit. We offer courses through AP level.,"For all schools and families, we provide free education resources, free video tutoring services, and free PD workshops for families and education professionals"
MAD-learn,STEM,"3rd - 5th, 6th - 8th",mad-learn.com/covid19,Build mobile apps with your students!,Free licenses to MAD-learn for teachers and students
Madeleine Editions,"Reading, Foreign Language","Early Childhood, K - 2nd",https://madeleineeditions.com/stories/,"Madeleine Editions presents beautiful, immersive story experiences for modern families. Their mission is to help children ages 3~8 cultivate an ear for languages and a taste for the creative arts.","We’ll be offering the entire Madeleine Editions award-winning collection of multimedia, multilingual stories for children 3~8 completely FREE until March 27th. The collection, which has received the National Parenting Award and Family Choice Award, is as fun as it is mind-nourishing — an excellent way to pass the time indoors with your little ones."
Maged - School App,,,https://www.maged.cc/,"Quickly, securely and from any PC send regular and urgent messages to Parent/Students for FREE via our APP, or during these challenging times, we can send them for you.",Free extended trial with a No-Cost price plan after that. No obligations. App demo here http://maged.cc/demo
Magic Sparkles Publishing,,,magicsparklespublishing.com,Orange Sparkles Do More & Understand More Workbook,Free workbook
Magic Spell by Brainbox Games,,,https://brainbox.games/,"Finally a game that makes spelling fun! Magic Spell is a carefully crafted spelling adventure. If you are a child, parent or school, there is a Magic Spell app to suit your needs. Wands, wizards and wondrous worlds...come and join the fun!",6 months free!
MajorClarity,"Counseling, Career Exploration / Career Readiness",6th - 12th grade,https://virtual.majorclarity.com/,Interactive Career Exploration and Career Readiness Content,"Free ""lite"" accounts for schools and students, which includes task assignment and tracking, career exploration, and career planning tools."
MakeAcademy Classroom,"Science, STEM, Hands-on projects",ALL,https://www.makeacademy.org/classroom?utm_source=aer&utm_medium=listing&utm_campaign=covid-free-resources,Virtual classroom platform designed for projects and hands-on learning,Everything is free for educators and their students
Maker Maven - Free STEM Challenges,Maker Maven,"Math, Science, Early Childhood, STEM, Design Thinking",https://www.makermaven.net/search-results-page/stem%2520challenge,STEM Challenges from Maker Maven - Feature items that can easily be sourced around the home.,STEM Challenges
Makers Empire,,,https://www.makersempire.com/learning-at-home-coronavirus-covid-19-new-resources-teachers-parents/,"Makers Empire is an Australian EdTech Company helping K-8 educators harness the power of 3D technology to teach STEM, Design Thinking and Project-Based Learning. Makers Empire makes the world’s easiest to use 3D design software, Makers Empire 3D, which is the cornerstone of our solutions for elementary, primary and middle schools.","The Makers Empire 3D design app has always been free for home users (schools pay for a subscription or package). However, in response to the coronavirus, we have now created FREE Resources for Parents and Teachers to help support student learning at home.

https://www.makersempire.com/learning-at-home-coronavirus-covid-19-new-resources-teachers-parents/"
Making English Fun,"Reading, ESL",ALL,https://makingenglishfun.com/portfolio/,"Free English Learning Online games, mobile apps and printable Board games and worksheets. All ages","Free Online games, free app downloads and voucher code - makingenglishfree for access to the editable resources."
Manage1to1,,,https://www.manage1to1.com/coronavirus-covid-19-how-manage1to1-can-help/,"Manage1to1 - Asset Management, Device Tracking, Incident Reporting Software",Full Manage1to1 Software through the end of the school year to help manage devices and device assignments
ManageBac,,,https://www.managebac.com/,"ManageBac is the leading planning, assessment and reporting platform for the IB continuum. The trusted choice of 4 in 5 IB Diploma students and over 3,000 leading IB world schools",ManageBac is offering a free trial for the duration of the ongoing COVID-19 pandemic
ManagedMethods,Technology,"K - 2nd, 3rd - 5th, 6th - 8th, High School",https://managedmethods.com/blog/k-12-remote-learning-checklist/,"G Suite and Office 365 data security and student safety platform built specifically for K-12. Monitor your district G Suite and Office 365 apps, and email, 24/7/365 for cybersecurity threats and student safety risks.","Free access to the ManagedMethods platform for 60 days. To help K-12 district IT teams monitor their district's G Suite and/or Office 365, keep data secure, and students safe when using these applications for remote learning."
Manga High,,,https://www.mangahigh.com/en-gb/blog/2020-03-06-free-access-schools-online-maths-coronavirus,,
Mango Languages - Mango Classroom,,,https://mangolanguages.com/info/covid19-response.cfm?utm_campaign=COVID-19%20Response&utm_source=hs_automation&utm_medium=email&utm_content=84680798&_hsenc=p2ANqtz-_sCjUYlJqD-uNMB8sFYZeOvnAPgkJA29iiAftu9S8UsLr9EcQlIFSV0WRSApL-GP-i5w4P3dPr5uvbQqk4zQnYlY29tKJyMsvaTTwCFmI65vrs98I&_hsmi=84680798,"As the nation comes together to help stop the spread of COVID-19 throughout our communities and most vulnerable populations, we're making our Mango Classroom offering freely available to all schools facing closures through the end of the 2019-2020 school year.","Digital curriculum via desktop and mobile apps, accessible online or offline
Seamless integration of features that organize classes, activities, and assessments
Immediate, reliable time-on-task monitoring and assessment results
Multiple integration options, including Clever
More than 70 world languages, including: Spanish, French, Italian, Chinese, Japanese, German, Arabic, and English
Proven efficacy backed by third-party research and a track record of success"
Marbles Kids Museum,"Math, Reading, Science, Physical Education, Early Childhood, STEM","Early Childhood, K - 2nd, 3rd - 5th, 6th - 8th",https://www.youtube.com/user/MarblesKidsMuseum/videos,Marbles Kids Museum is dedicated to learning through PLAY!,"Digital resources for learning and play for families at home. Activities, crafts and games that you can recreate together!"
Marco Learning,"Math, Reading, Writing, Social Studies, Foreign Language, AP Exams",Teacher Resources,www.marcolearning.com,Marco Learning supports teachers and students with AP prep. We have free three-week writing clinic plans for AP English Literature and AP English Language teachers.,"We offer free AP resources for teachers and students, including live events, practice tests, lesson plans, and more!"
Mark Kistler,,,https://markkistler.com/?fbclid=IwAR37pyxPHEoYo1NYOcbMBnlpFKacPFIc2hH67dMg83CxvycKsITEDS7IAZk,"Offering free access to free, virtual, live webcasts for art/drawing lessons for students needing to work from home during this period.","Offering free access to free, virtual, live webcasts for art/drawing lessons for students needing to work from home during this period."
Maryland Historical Society,"Reading, Writing, Social Studies","K - 2nd, 3rd - 5th, 6th - 8th, High School",http://www.mdhs.org/education/your-computer/hip-historical-investigations-portal,"The Historical Investigations Portal (HIP) is an online, digital curriculum that provides learners interactive lessons about United States history.","Free subscription to the Historical Investigations Portal (HIP) courses, Upper Elementary and Middle-High School, for non-Maryland school districts and independent schools."
Massolit,,,https://www.massolit.io/,"Over 2,800 short curriculum relevant video lectures designed and delivered by top university academics covering English Literature, History, Classics, Psychology, Philosophy, and Government and Politics.",Free access is available until 30 April 2020
MasteryConnect,Software for tracking mastery of standards and finding standards-aligned resources,ALL,https://masteryconnect.com/,"Online formative assessment, tracking, resource community, and curriculum planning.",Free individual accounts
Match Fishtank,"Math, Reading, Writing, Science, Social Studies",ALL,www.matchfishtank.org,"Match Fishtank offers free K-12 instructional materials in math and English Language Arts. The site offers full courses of instructional content for each grade level comprised of daily lessons plans, problem sets, homework, assessments, writing prompts, and vocabulary resources and can be searched by standard and topic. The content is always free.","Free ELA and math unit plans, lesson plans, worksheets, assessments, writing prompts, vocabulary resources, and more."
Math Aids,Math,"K - 2nd, 3rd - 5th, 6th - 8th, High School",https://www.math-aids.com/,"Math-Aids.Com provides free math worksheets for teachers, parents, students, and home schoolers.","Math-Aids.Com provides free math worksheets for teachers, parents, students, and home schoolers."
Math Shed,Math,K - 5th,mathshed.com,"K-5 (4 - 11 year olds) arithmetic fluency intervention program, web game and app",Free access for schools
MathCelebrity.com,,,https://www.mathcelebrity.com/online-math-tutor.php,"It's an automated online math tutor, like a Google for math. Enter your math problem or search term, press the button, and we show you the step-by-step work and answer instantly.We cover 2nd grade through college.",Always free
Mathchops,Math,"3rd - 5th, 6th - 8th, High School, SAT, ACT",www.mathchops.com,"Adaptive math practice through customized games. Specific versions for the SAT, ACT, ISEE, SSAT and school enrichment grades 4 - 11. Created by NYC tutor with 17+ years experience and two former Google engineers with 10+ software engineering experience.",Free access to adaptive SAT and ACT math prep and grades 4 - 11 math enrichment.
MathHelp.com,Math,High School,https://www.youtube.com/channel/UC_LuPnD9D2zFYF46vm8kQnQ,"Online math courses with video instruction and interactive practice for middle school, high school, developmental college math, and standardized test prep.","MathHelp.com’s FREE YouTube channel (yourteachermathhelp) offers 1000+ math videos that cover all the key concepts for 5th grade math, 6th grade math, Pre-Algebra, Algebra 1, Geometry, Algebra 2, College Pre-Algebra, Elementary Algebra, Intermediate Algebra, College Algebra, and math test prep for over 100 standardized tests."
Mathigon,"Math, STEM",High School,https://mathigon.org,"Mathigon is an award-winning, online textbook for middle and high-school mathematics. The unique content format makes learning more interactive than ever before, and a virtual tutor offers personalised support.","Completely free to use, for students and teachers"
Mathletics,Math,"K - 2nd, 3rd - 5th, 6th - 8th",https://www.mathletics.com/us/,Mathletics is a K-8 math learning resource that offers fun online learning activities and printable learning worksheets,We are offering free training on how to best implement Mathletics for home learning which includes online learning activities and printable learning worksheets
MathLight,Math,6th - 8th,Www.mymathlight.com,MathLight provides video lessons with guided notes for all pre-algebra & Algebra 1 topics – perfect for distance learning.,Offering a free unit of your choice for schools affected by COVID-19 closings.
MathPlayground.com,Math,K - 6th,https://www.mathplayground.com,"Math Playground provides hundreds of math games, logic puzzles and educational resources.",All math games and resources are free through the end of June 2020.
Maths with Parents,,,www.mathswithparents.com,Award winning parental engagement programme for primary schools,Full access for free - register on www.mathswithparents.com
Mathseeds,Math,"Early Childhood, K - 2nd",https://mathseeds.com/schools/getstarted/,"Mathseeds is a foundational math learning solution for ages 3-9 which includes fun engaging content, placement test, interactive activities and printable worksheets.","We are offering free access to Mathseeds along with training opportunities to best understand how to implement Mathseeds with your youngest learners, leveraging both online and printable resources."
Mathspace,,,mathspace.co,Mathspace is the world’s first adaptive math program for grades 3-12 that gives students feedback at every step of their work. Also includes full etextbook aligned to state and common core standards and instructional videos and reporting tools.,free accounts for teachers students and admin for closed schools from now until end of school year
MathTreks,"Math, Special Education, STEM, Intervention Resources",High School,http://www.mathtreks.com/offer,Online math tutoring in which a student uses their foundational math skills and understanding to solves an open - ended applied math problem that aligns with their mathematical needs and personal interests.,"Free 30 minute problem - solving sessions for students aged 13+, March 23rd - April 15th. (The student must be located in Minnesota at the time of the session because MathTreks is only a legal entity in Minnesota.)"
Me and My INKlings,All Elementary Subjects,ALL,http://meandmyinklings.com/index.php/laura-kelly-designs-printable-library/,A library of educational printable resources,"Hundreds of FREE printables, games, puzzles and learning packets"
